item_name,item_code,created_at,size,quantity,price,store_type
"Jam, strawberry or apricot, WKB",110118201,5/16/16 2:40 PM,454,1,33.46,
"Toothpaste, tube, COLGATE",111212104,5/2/16 8:06 PM,90,1,30.3,small_medium_shop
"Cornflakes, excluding KELLOGG'S",110111250,7/26/16 6:53 PM,400,1,31.55,
"Flight, domestic, return ticket",110733107,3/29/16 11:37 PM,1,1,2018,private_service_provider
"Plaster strips, plastic foil, WKB",110612105,4/27/16 1:03 PM,1,20,19.5,small_medium_shop
"Cinema ticket, weekend",110942103,6/15/16 11:38 PM,1,1,100,private_service_provider
"Paint, indoor use, washable, WKB",110431101,5/22/16 3:54 PM,10,1,795,specialized_shop
"Diesel fuel, normal",110722104,4/21/16 2:57 PM,1,1,14.92,specialized_shop
"Dry cleaning, men's two-piece suit",110314101,4/19/16 8:07 PM,1,1,140,private_service_provider
"Instant coffee, NESCAFE Classic ",110121102,5/15/16 3:27 PM,100,1,68,
"Football (soccer ball), WKB",110931110,5/22/16 4:42 PM,1,1,227,small_medium_shop
Fresh onions,110117104,3/23/16 3:32 PM,1,1,12.39,small_medium_shop
"Water, still, large bottle, WKB",110122101,4/17/16 9:13 PM,2,1,11.25,small_medium_shop
"Steam iron, WKB-M",110532104,3/27/16 8:07 PM,1,1,899,
"Cooking pot, stainless steel, WKB-L",110541101,4/24/16 4:04 PM,1,1,399,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,3/29/16 7:55 PM,1,1,12000,other
"Petrol, Superplus",110722103,4/4/16 7:13 PM,1,1,19.72,specialized_shop
"Bread, whole wheat, WKB",110111303,1/25/16 6:34 PM,360,1,21.95,
"Dinner plate, flat, porcelain, WKB-L",110541104,8/14/16 4:00 PM,1,1,63.9,small_medium_shop
"Foam mattress, double, WKB",110511108,5/29/16 4:47 PM,1,1,3650,specialized_shop
"Hybrid bicycle, WKB",110713104,8/7/16 5:29 PM,1,1,11850,small_medium_shop
"Fresh bananas, standard",110116102,4/17/16 4:14 PM,1,1,25.99,
"Interurban transport, single ticket, 50 km",110731101,4/17/16 5:03 AM,1,1,35,None
"Cooking salt, WKB",110119102,7/31/16 7:31 PM,500,1,12.4,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,3/23/16 1:45 PM,500,1,91.05,
"Cooking pot, stainless steel, WKB-L",110541101,5/2/16 11:22 PM,1,1,470,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,7/24/16 3:52 PM,1,25,31.7,small_medium_shop
"Single-family house, 180-240 m2",1104111102,5/10/16 12:08 PM,1,1,9200,other
"Steam iron, WKB-M",110532104,4/10/16 8:24 PM,1,1,959,specialized_shop
Electricity: 600 kWh,110451101,6/4/16 8:49 PM,286,1,103.6,public_semi_public_service
"Foam mattress, double, WKB",110511108,8/1/16 3:19 PM,1,1,3990,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,7/18/16 2:42 PM,1,1,74,small_medium_shop
"Men's shirt, WKB-M",110312103,4/11/16 12:02 AM,1,1,507,small_medium_shop
"Vodka, WKB",110211101,7/31/16 4:07 PM,1,1,107.05,small_medium_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,4/10/16 7:57 PM,1,1,810,
"Wheat flour, not self-rising, BL",110111202,6/26/16 8:48 PM,1,1,14.65,small_medium_shop
"Honey, mixed blossoms, BL",110118204,8/15/16 12:25 PM,500,1,75.69,
"Steam iron, WKB-M",110532104,7/3/16 3:28 PM,1,1,999,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,5/2/16 12:12 AM,1,1,3600,other
"Long-grain rice, not parboiled, WKB",110111102,3/21/16 6:48 PM,1000,1,13.16,
"COCA COLA / PEPSI COLA, can",110122102,7/3/16 7:41 PM,354,1,10.49,small_medium_shop
"Vodka, WKB",110211101,3/21/16 12:53 PM,700,1,141,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,5/22/16 4:22 AM,1,1,6100,other
"Vodka, WKB",110211101,4/4/16 8:03 PM,750,1,181,
"COCA COLA / PEPSI COLA, can",110122102,6/26/16 6:33 PM,354,1,9.6,small_medium_shop
"Fresh apple, red delicious",110116101,3/27/16 7:26 PM,1,1,17.9,
"Men's trousers, cotton/polyester, WKB-L",110312104,5/8/16 2:14 PM,1,1,890,specialized_shop
"Chicken, whole, fresh",110112401,6/6/16 3:33 PM,1,1,28.9,small_medium_shop
"Flight, international, return ticket, long distance",110733106,4/11/16 3:23 AM,1,1,20339,private_service_provider
"Microwave oven, 16-22 l, WKB-L",110531103,6/13/16 7:31 PM,1,1,2999,small_medium_shop
"Household candles, box, BL",110561109,6/26/16 1:41 PM,1,9,19.9,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,7/3/16 3:19 PM,1,20,38,small_medium_shop
"Charcoal, sack",110453101,4/25/16 6:15 PM,4,1,56.99,market
"Two-bedroom apartment, 80-120 m2",1104111113,2/18/16 1:07 PM,1,1,7000,other
"Urban (city) bus, 5-15 km",110732101,4/18/16 1:55 PM,1,1,9.15,public_semi_public_service
"Potato chips (crisps), WKB",110117304,3/7/16 5:19 PM,150,1,25.5,small_medium_shop
Electricity: 600 kWh,110451101,5/22/16 2:41 PM,313,1,442.8,public_semi_public_service
"Vodka, WKB",110211101,5/25/16 3:47 PM,1000,1,70.48,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,3/25/16 7:22 PM,1,1,17000,other
"Steam iron, WKB-M",110532104,5/2/16 3:21 PM,1,1,959,
"AA alkaline batteries, DURACELL",110552104,7/28/16 5:15 PM,1,4,49,specialized_shop
"Two-bedroom apartment, 80-120 m2",1104111113,3/27/16 11:53 PM,1,1,15000,other
"Long-grain rice, parboiled, WKB",110111101,3/14/16 5:37 PM,1,1,19,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,7/18/16 1:47 PM,1,1,4550,small_medium_shop
"Diesel fuel, normal",110722104,4/9/16 5:26 PM,1,1,14.93,specialized_shop
"Chicken eggs, caged hen, large size",110114401,4/27/16 1:46 PM,1,12,38.49,small_medium_shop
"Petrol, Super",110722102,4/6/16 9:20 PM,1,1,16.23,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,3/16/16 8:49 PM,1,1,950,
Consultation: general medical practitioner/primary care physician,110621101,7/18/16 3:19 PM,1,1,250,private_service_provider
"Cooking pot, stainless steel, WKB-L",110541101,5/2/16 5:36 PM,1,1,785,small_medium_shop
"Bath towel, large, WKB",110521103,7/10/16 1:18 PM,1,1,172,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,3/27/16 10:14 PM,1,1,4900,small_medium_shop
"Hotel, three-star, capital city",111121103,4/6/16 12:32 PM,1,1,1226.73,other
"Bath towel, large, WKB",110521103,2/22/16 3:07 PM,1,1,399,small_medium_shop
"Women's haircut, basic hairdresser",111211104,5/22/16 8:58 PM,1,1,240,private_service_provider
"Urban (city) bus, 5-15 km",110732101,5/2/16 3:19 AM,1,1,11,private_service_provider
"Dishwashing detergent, WKB",110561108,4/22/16 6:24 PM,500,1,33.76,
"Fresh apple, red delicious",110116101,3/22/16 9:54 PM,1,1,43,small_medium_shop
"Women's haircut, basic hairdresser",111211104,8/7/16 3:52 PM,1,1,150,private_service_provider
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,4/4/16 7:08 PM,125,1,37.9,
"Men's trousers, cotton/polyester, WKB-L",110312104,7/3/16 1:49 PM,1,1,399,small_medium_shop
Fresh oranges,110116105,5/8/16 11:15 PM,1000,1,24.5,small_medium_shop
"Trolley, soft case, BL",111232104,7/24/16 4:56 PM,1,1,1650,small_medium_shop
"Men's blue jeans, WKB-L",110312107,4/10/16 3:29 PM,1,1,699,small_medium_shop
"Jam, strawberry or apricot, WKB",110118201,8/15/16 1:34 PM,454,1,38.6,
"Bath towel, large, WKB",110521103,5/2/16 10:42 PM,1,1,259,
"Pork ham, pressed, WKB",110112501,5/3/16 2:34 PM,200,1,37.99,small_medium_shop
"Tomato paste, small, WKB",110117306,7/4/16 6:16 PM,180,1,26.5,
"Chicken, whole, fresh",110112401,3/1/16 3:41 PM,1,1,29.9,
"Summer tire, R15, WKB",110723103,5/22/16 1:33 PM,1,4,8400,specialized_shop
"Men's lace-up shoes, WKB-L",110321101,8/1/16 5:11 PM,1,1,1590,specialized_shop
"Beef, with bones",110112105,5/9/16 7:51 PM,1,1,75.99,small_medium_shop
"Men's T-shirt, WKB-L",110312106,4/3/16 2:02 PM,1,1,237,small_medium_shop
"Foam mattress, double, WKB",110511108,2/4/16 5:49 PM,1,1,4250,small_medium_shop
"Vacuum cleaner, WKB-M",110531111,5/15/16 6:44 PM,1,1,1699,
"Bath towel, large, WKB",110521103,7/31/16 2:12 PM,1,1,289,small_medium_shop
"Men's blue jeans, WKB-L",110312107,8/8/16 12:26 PM,1,1,679,
"Vodka, WKB",110211101,6/26/16 6:41 PM,1000,1,84,small_medium_shop
"Cooking pot, stainless steel, WKB-L",110541101,6/12/16 10:09 PM,1,1,799,small_medium_shop
"Bar soap, solid, SB",111212109,1/18/16 9:42 PM,125,1,13.89,
"Football (soccer ball), WKB",110931110,6/13/16 12:20 AM,1,1,159,small_medium_shop
"Paint, indoor use, washable, WKB",110431101,6/19/16 2:14 PM,10,1,251,specialized_shop
"Dinner plate, flat, porcelain, WKB-L",110541104,3/24/16 5:58 PM,1,1,134,small_medium_shop
"One-bedroom apartment, 40-60 m2",1104111110,6/11/16 9:15 PM,1,1,6400,other
"Olive oil, extra virgin, WKB",110115302,3/14/16 6:11 PM,500,1,91,small_medium_shop
Fresh oranges,110116105,8/16/16 9:21 PM,1,1,15.9,small_medium_shop
"Diesel fuel, normal",110722104,7/4/16 2:47 PM,1,1,16.04,specialized_shop
"Toothpaste, tube, COLGATE",111212104,7/10/16 3:43 PM,90,1,29.8,small_medium_shop
"Charcoal, sack",110453101,4/24/16 2:55 PM,4,1,35,market
"Men's haircut, barber shop",111211101,5/15/16 2:54 PM,1,1,100,private_service_provider
"Fresh bananas, standard",110116102,4/25/16 3:23 PM,1,1,17.99,small_medium_shop
"COCA COLA / PEPSI COLA, can",110122102,1/13/16 11:10 PM,354,1,8.2,small_medium_shop
"Dishwashing detergent, WKB",110561108,5/2/16 4:28 PM,600,1,30,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,5/8/16 6:09 PM,1,1,11000,other
"Flight, domestic, return ticket",110733107,4/17/16 6:13 PM,1,1,1585,private_service_provider
"Cooking salt, WKB",110119102,7/4/16 2:17 PM,500,1,10.55,
"Tuna flakes, tinned, WKB",110113202,7/18/16 4:12 PM,170,1,33,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,5/15/16 2:19 PM,1,4,60,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,7/31/16 2:05 PM,1,20,45,small_medium_shop
"Cigarette, MALBORO Red",110221101,5/15/16 4:31 PM,1,20,48,
"Red wine, table wine, BL",110212101,4/4/16 7:34 PM,750,1,32.91,
"Apple juice, WKB",110122104,8/2/16 3:59 PM,1,1,28.59,
"Clothing material, cotton, BNR",110311101,5/22/16 5:23 PM,1,1,100,specialized_shop
"Fresh bananas, standard",110116102,8/8/16 12:18 AM,1,1,29.9,small_medium_shop
"Instant coffee, NESCAFE Classic ",110121102,4/22/16 9:03 PM,170,1,109.99,small_medium_shop
"Pizza marguerite, at restaurant",111111105,5/22/16 11:01 PM,1,1,58,private_service_provider
"Men's lace-up shoes, WKB-L",110321101,4/24/16 11:35 PM,1,1,690,small_medium_shop
"Football (soccer ball), WKB",110931110,6/12/16 10:43 PM,1,1,95.2,small_medium_shop
"Men's shirt, WKB-M",110312103,4/11/16 12:29 AM,1,1,259,small_medium_shop
"Summer tire, R15, WKB",110723103,3/28/16 12:36 AM,1,4,4400,specialized_shop
"Hybrid bicycle, WKB",110713104,4/24/16 7:48 PM,1,1,9200,small_medium_shop
"Foam mattress, double, WKB",110511108,5/2/16 7:08 PM,1,1,4900,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,3/1/16 8:20 PM,170,1,34,
"Chicken eggs, caged hen, large size",110114401,6/13/16 5:06 PM,1,6,16,small_medium_shop
"Yoghurt, plain, WKB",110114203,5/2/16 4:13 PM,190,1,10.95,
"Men's blue jeans, WKB-L",110312107,7/13/16 4:06 PM,1,1,1098,
"Bread, whole wheat, WKB",110111303,2/29/16 8:03 PM,360,1,28.9,
"Dry cleaning, men's two-piece suit",110314101,4/17/16 11:01 PM,1,1,140,private_service_provider
"Tuna flakes, tinned, WKB",110113202,5/30/16 1:08 PM,170,1,39.99,
"Wrist-watch, men's, CITIZEN Eco-Drive BM6060",111231102,7/18/16 4:16 PM,1,1,2860,
"Urban tram (rail) or tube, single ticket",110731104,6/6/16 2:40 AM,1,1,1.2,None
"Men's T-shirt, WKB-L",110312106,5/22/16 3:29 PM,1,1,160,small_medium_shop
"Women's haircut, basic hairdresser",111211104,4/24/16 7:37 PM,1,1,320,private_service_provider
Fresh oranges,110116105,8/8/16 1:01 PM,1,1,17,
"Car battery,  55 Ah, WKB",110723105,5/8/16 7:01 PM,1,1,1200,specialized_shop
"Interurban (InterCity) bus, 50 Km",110732103,7/31/16 3:50 PM,1,1,17,public_semi_public_service
"Beer, domestic brand, single bottle, WKB",110213102,5/29/16 3:43 PM,340,1,11,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,1/18/16 11:35 PM,500,1,100,small_medium_shop
"Butter, unsalted, WKB",110115101,3/8/16 10:59 PM,200,1,23.29,
"Cooking salt, WKB",110119102,2/15/16 7:56 PM,1000,1,9.8,small_medium_shop
"Sunflower oil, BL",110115301,4/11/16 12:26 PM,1500,1,23.5,
"Petrol, Super",110722102,7/3/16 4:43 PM,1,1,19.09,specialized_shop
"Bar soap, solid, SB",111212109,8/14/16 5:44 PM,125,1,13.4,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,4/5/16 12:13 AM,500,1,87,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,7/3/16 2:00 PM,1,1,3850,small_medium_shop
"Urban tram (rail) or tube, single ticket",110731104,7/27/16 11:25 AM,1,1,3,None
"Men's shirt, WKB-M",110312103,6/13/16 5:07 PM,1,1,599,
"Vodka, WKB",110211101,3/5/16 10:57 PM,1000,1,67.88,
"Microwave oven, 16-22 l, WKB-L",110531103,4/24/16 7:51 PM,1,1,2764,
"Potato chips (crisps), WKB",110117304,1/26/16 3:29 PM,300,1,38.9,
"Women's haircut, basic hairdresser",111211104,5/22/16 3:36 PM,1,1,130,private_service_provider
"Instant coffee, NESCAFE Classic ",110121102,6/26/16 5:16 PM,170,1,105,small_medium_shop
"Potato chips (crisps), WKB",110117304,5/16/16 2:22 PM,105,1,25.05,
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,4/25/16 3:50 PM,125,1,20.2,small_medium_shop
"Black tea, BL",110121107,4/29/16 3:55 PM,100,1,15.99,small_medium_shop
Fresh carrots,110117103,8/1/16 5:52 PM,1,1,29.99,
"Olive oil, extra virgin, WKB",110115302,7/31/16 4:17 PM,500,1,115.39,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,6/13/16 3:01 PM,170,1,19.5,
"Milk, fresh, unskimmed, WKB",110114101,5/4/16 11:34 PM,1,1,16.99,
"Red wine, table wine, BL",110212101,3/21/16 2:13 PM,750,1,45.45,
"Energy saving light bulb, 15W, WKB",110552103,4/27/16 3:33 PM,1,1,67.75,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,5/8/16 2:33 PM,1,1,1200,market
"Pork, fillet",110112202,7/24/16 4:57 PM,1,1,105,small_medium_shop
"Water, still, large bottle, WKB",110122101,5/22/16 6:12 PM,1500,1,12,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,5/2/16 2:23 PM,1,1,3190,specialized_shop
"Bicycle, basic commuter, WKB",110713105,5/15/16 11:43 AM,1,1,7999,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,3/21/16 8:01 PM,170,1,24,small_medium_shop
"Men's lace-up shoes, WKB-L",110321101,6/23/16 3:13 PM,1,1,1250,specialized_shop
"Household candles, box, BL",110561109,8/14/16 4:32 PM,1,8,32.2,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,4/24/16 4:24 PM,500,1,104,small_medium_shop
"Football (soccer ball), WKB",110931110,7/18/16 6:00 PM,1,1,515,small_medium_shop
"Diesel fuel, normal",110722104,8/7/16 6:26 PM,1,1,16.48,specialized_shop
"Jam, strawberry or apricot, WKB",110118201,6/2/16 11:33 PM,454,1,20.89,small_medium_shop
"Wheat flour, not self-rising, BL",110111202,2/29/16 10:54 PM,1,1,11.5,
"Cooking pot, stainless steel, WKB-L",110541101,4/24/16 4:33 PM,1,1,310,small_medium_shop
"Thorax X-ray photograph, for adult",110623105,8/14/16 7:15 PM,1,1,90,private_service_provider
"Energy saving light bulb, 15W, WKB",110552103,5/22/16 2:06 PM,1,1,63,specialized_shop
"Instant noodles, any flavor, WKB",110111504,7/10/16 3:51 PM,64,1,25,small_medium_shop
"Diesel fuel, normal",110722104,4/21/16 2:21 PM,1,1,15.25,specialized_shop
"COCA COLA / PEPSI COLA, can",110122102,3/21/16 1:28 PM,354,1,11,small_medium_shop
"Honey, mixed blossoms, BL",110118204,5/29/16 6:22 PM,250,1,48,street_outlet
"Studio apartment, 35-60 m2",1104111109,3/21/16 3:35 AM,1,1,3900,other
"Paint, indoor use, washable, WKB",110431101,5/15/16 3:01 PM,4,1,165,specialized_shop
"Foam mattress, double, WKB",110511108,3/13/16 7:40 PM,1,1,8550,small_medium_shop
"Paint, indoor use, washable, WKB",110431101,5/15/16 8:57 PM,4,1,290,specialized_shop
"Bath towel, large, WKB",110521103,6/26/16 4:51 PM,1,1,289,small_medium_shop
"Men's blue jeans, WKB-L",110312107,4/25/16 7:04 PM,1,1,490,
"Football (soccer ball), WKB",110931110,7/24/16 3:46 PM,1,1,199,small_medium_shop
"Olive oil, extra virgin, WKB",110115302,6/30/16 4:01 PM,1,1,150.99,
"Football (soccer ball), WKB",110931110,5/22/16 4:41 PM,1,1,515,small_medium_shop
"Cat food, tin, WKB",110933103,2/16/16 1:49 PM,340,1,28.1,small_medium_shop
"Dry cleaning, men's two-piece suit",110314101,7/24/16 2:54 PM,1,1,170,private_service_provider
"Dinner plate, flat, porcelain, WKB-L",110541104,5/2/16 8:28 PM,1,1,125,small_medium_shop
"Cigarette, MALBORO Red",110221101,2/25/16 11:14 PM,1,20,29,small_medium_shop
"Men's condoms, WKB",110612103,3/21/16 6:55 PM,1,3,21,small_medium_shop
"Car hire, 1 day, unlimited mileage, WKB",110724102,6/22/16 5:41 PM,1,1,715.04,private_service_provider
"Bar soap, solid, SB",111212109,4/10/16 9:18 PM,110,1,10.5,specialized_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/17/16 11:09 PM,1,1,1999,small_medium_shop
"Fresh apple, red delicious",110116101,3/3/16 11:02 PM,1,1,38.99,
"Foam mattress, double, WKB",110511108,5/29/16 2:49 PM,1,1,3650,small_medium_shop
"Single-family house, 180-240 m2",1104111102,5/3/16 3:15 PM,1,1,4800,other
"Instant coffee, NESCAFE Classic ",110121102,1/9/16 6:00 PM,170,1,101,
"Sardines, tinned, with skin, in vegetable oil, WKB",110113201,6/26/16 8:46 PM,125,1,30.89,small_medium_shop
"Chicken, whole, fresh",110112401,7/3/16 4:42 PM,1,1,51,small_medium_shop
"Two-bedroom apartment, 80-120 m2",1104111113,4/18/16 12:51 AM,1,1,12000,other
"Vegetable oil, WKB",110115306,5/29/16 6:12 PM,1500,1,18,street_outlet
"Potato chips (crisps), WKB",110117304,4/6/16 4:07 PM,270,1,32.19,
"Honey, mixed blossoms, BL",110118204,4/11/16 7:00 PM,500,1,82,small_medium_shop
"Microwave oven, 16-22 l, WKB-L",110531103,5/22/16 4:56 PM,1,1,3499,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,6/13/16 12:07 AM,1,25,47,small_medium_shop
"Water supply, piped on premise, excluding sewerage",110441101,4/24/16 3:49 AM,1,1,32.23,public_semi_public_service
"Roasted groundnuts (peanuts), WKB",110116203,3/21/16 1:11 PM,120,1,28,small_medium_shop
"Electric drill, corded, impact, WKB-M",110551105,4/17/16 8:09 PM,1,1,1699,specialized_shop
Fresh cucumber,110117101,5/22/16 10:27 PM,1,1,44.99,small_medium_shop
"AA alkaline batteries, DURACELL",110552104,3/27/16 1:57 PM,1,4,44,
"One-bedroom apartment, 40-60 m2",1104111110,2/18/16 5:56 PM,1,1,3900,other
"Paint, indoor use, washable, WKB",110431101,5/8/16 4:18 PM,10,1,1115,specialized_shop
"Men's trousers, cotton/polyester, WKB-L",110312104,4/10/16 6:20 PM,1,1,499,small_medium_shop
"Diesel fuel, normal",110722104,4/3/16 8:49 PM,1,1,14.99,specialized_shop
"Energy saving light bulb, 15W, WKB",110552103,7/24/16 2:09 PM,1,1,69,small_medium_shop
"Vacuum cleaner, WKB-M",110531111,5/29/16 3:51 PM,1,1,1999,market
"Toothpaste, tube, COLGATE",111212104,8/14/16 5:43 PM,90,1,39.4,small_medium_shop
"Steam iron, WKB-M",110532104,5/15/16 3:11 PM,1,1,729,
"Dinner plate, flat, porcelain, WKB-L",110541104,5/2/16 8:52 PM,1,1,109,
"Liquefied gas, propane",110452101,4/3/16 9:11 PM,10,1,90,specialized_shop
"Bread, whole wheat, WKB",110111303,5/21/16 5:55 PM,400,1,39.85,market
"Paint, indoor use, washable, WKB",110431101,6/26/16 5:05 PM,10,1,680,specialized_shop
"AA alkaline batteries, DURACELL",110552104,4/17/16 7:58 PM,1,4,47.37,specialized_shop
"Toothpaste, tube, COLGATE",111212104,2/29/16 3:06 PM,70,1,50.69,
Kerosene,110453102,2/26/16 11:18 PM,1,1,15.49,
"Petrol, Super",110722102,7/31/16 5:36 PM,1,1,17.08,specialized_shop
"Petrol, Superplus",110722103,8/7/16 7:39 PM,1,1,20.74,specialized_shop
"Dishwashing detergent, WKB",110561108,8/14/16 6:32 PM,500,1,32.69,small_medium_shop
"Chicken, whole, fresh",110112401,4/11/16 7:54 PM,1,1,39.9,small_medium_shop
"Petrol, Super",110722102,4/24/16 3:20 PM,1,1,17.75,specialized_shop
"Petrol, Super",110722102,4/29/16 5:30 PM,1,1,16.79,specialized_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,7/21/16 1:14 PM,1,1,1899,specialized_shop
"Toothpaste, tube, COLGATE",111212104,4/19/16 4:11 PM,180,1,73,
"Fresh apple, red delicious",110116101,6/13/16 7:20 PM,1,1,28.9,small_medium_shop
"Football (soccer ball), WKB",110931110,5/22/16 10:46 PM,1,1,349,small_medium_shop
"Cinema ticket, weekend",110942103,5/10/16 3:42 AM,1,1,105,private_service_provider
"Bed and breakfast, two-star, capital city",111121105,6/26/16 8:54 PM,1,1,718,other
"Milk, fresh, unskimmed, WKB",110114101,1/20/16 6:49 PM,1,1,10,small_medium_shop
"Men's blue jeans, WKB-L",110312107,3/27/16 8:40 PM,1,1,599,
"Cat food, tin, WKB",110933103,4/24/16 9:20 PM,340,1,36.49,small_medium_shop
"Petrol, Superplus",110722103,6/6/16 2:00 PM,1,1,19.3,specialized_shop
"Wheat flour, not self-rising, BL",110111202,6/13/16 2:03 PM,1,1,7.89,
"Men's lace-up shoes, WKB-L",110321101,5/29/16 4:03 PM,1,1,3990,market
"Charcoal, sack",110453101,6/19/16 2:12 PM,4,1,62,market
"Flight, international, return ticket, long distance",110733106,6/6/16 10:43 PM,1,1,20181,private_service_provider
"Plaster strips, plastic foil, WKB",110612105,5/2/16 5:07 PM,1,20,42,small_medium_shop
"Honey, mixed blossoms, BL",110118204,5/15/16 5:34 PM,320,1,71,
"Men's blue jeans, WKB-L",110312107,5/8/16 3:38 PM,1,1,492,small_medium_shop
"Black tea, in bags, WKB",110121105,8/7/16 6:57 PM,50,1,12.5,small_medium_shop
"Tuna flakes, tinned, WKB",110113202,3/21/16 8:08 PM,170,1,34,
"AA alkaline batteries, DURACELL",110552104,4/13/16 6:42 PM,1,4,45.99,small_medium_shop
"Potato chips (crisps), WKB",110117304,3/1/16 8:24 PM,180,1,39,
"Men's blue jeans, WKB-L",110312107,3/21/16 6:51 PM,1,1,329,small_medium_shop
"Pork ham, pressed, WKB",110112501,7/18/16 6:37 PM,200,1,39.8,
"Single-family house, 180-240 m2",1104111102,3/27/16 8:47 PM,1,1,2800,other
"Bread, white, sliced, WKB",110111305,5/8/16 7:57 PM,590,1,52.65,small_medium_shop
"Trolley, soft case, BL",111232104,4/17/16 9:53 PM,1,1,1048.95,small_medium_shop
"Vodka, WKB",110211101,3/6/16 8:46 PM,750,1,50.4,small_medium_shop
"Cat food, tin, WKB",110933103,8/2/16 5:33 PM,340,1,36.59,
"Sunflower oil, BL",110115301,4/25/16 7:37 PM,900,1,15.1,
"Dry cleaning, men's two-piece suit",110314101,7/10/16 7:03 PM,1,1,155,private_service_provider
"Black tea, in bags, WKB",110121105,2/5/16 6:49 PM,50,1,6.67,
"Tuna flakes, tinned, WKB",110113202,4/10/16 9:01 PM,170,1,39,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,4/8/16 5:28 PM,1,25,33.39,
"Car battery,  55 Ah, WKB",110723105,4/17/16 4:02 PM,1,1,2155,specialized_shop
"Vacuum cleaner, WKB-M",110531111,3/23/16 9:55 PM,1,1,1299,
"Men's shirt, WKB-M",110312103,4/24/16 1:12 PM,1,1,507,small_medium_shop
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/3/16 2:47 PM,1,1,1095,small_medium_shop
"Bath towel, large, WKB",110521103,5/19/16 4:38 PM,1,1,224,
"Energy saving light bulb, 15W, WKB",110552103,5/15/16 3:30 PM,1,1,88.9,
"Cooking salt, WKB",110119102,4/18/16 7:07 PM,1,1,14.2,small_medium_shop
"Hybrid bicycle, WKB",110713104,5/2/16 1:13 PM,1,1,9999,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,6/30/16 4:20 PM,1,1,3499,specialized_shop
"Men's haircut, barber shop",111211101,6/26/16 5:43 PM,1,1,140,private_service_provider
"Vodka, WKB",110211101,4/10/16 8:51 PM,1,1,54,small_medium_shop
"Studio apartment, 35-60 m2",1104111109,4/18/16 2:24 PM,1,1,9900,other
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/24/16 10:34 PM,1,1,1249,
"Men's sport shoes, ADIDAS, ASICS, NIKE",110321103,4/3/16 9:38 PM,1,1,2749,
"Plaster strips, plastic foil, WKB",110612105,5/15/16 4:20 PM,1,25,36,small_medium_shop
"Plaster strips, plastic foil, WKB",110612105,6/27/16 8:19 PM,1,20,17.6,specialized_shop
"Men's blue jeans, WKB-L",110312107,3/13/16 6:59 PM,1,1,539,small_medium_shop
"Bicycle, basic commuter, WKB",110713105,8/7/16 6:50 PM,1,1,4550,small_medium_shop
"COCA COLA / PEPSI COLA, can",110122102,6/27/16 4:00 PM,354,1,12,
Chicken legs,110112404,6/6/16 4:07 PM,1,1,68.99,
"Petrol, Superplus",110722103,7/24/16 5:12 PM,1,1,19.75,specialized_shop
"Paint, indoor use, washable, WKB",110431101,5/2/16 2:23 PM,4,1,235,specialized_shop
"Coca cola or Pepsi, at cafe or restaurant",111111121,6/6/16 12:58 AM,500,1,34,private_service_provider
"Bread, whole wheat, WKB",110111303,5/2/16 8:59 PM,360,1,30,small_medium_shop
"Cooking salt, WKB",110119102,4/17/16 4:33 PM,500,1,23,
"Olive oil, extra virgin, WKB",110115302,5/29/16 6:11 PM,500,1,100,street_outlet
"Bar soap, solid, SB",111212109,4/24/16 3:24 PM,140,1,11.2,small_medium_shop
"Steam iron, WKB-M",110532104,4/18/16 12:13 AM,1,1,899,small_medium_shop
"Long-grain rice, parboiled, WKB",110111101,6/6/16 4:04 PM,1,1,19,small_medium_shop
